epoch,model,metric_name,metric_value,time
82,discriminator,train_mean_loss,0.65491426,0.8164594173431396
82,generator,train_mean_loss,3.9752927,0.8165731430053711
82,discriminator,validation_accuracy,0.8005555555555556,0.8166072368621826
83,discriminator,train_mean_loss,0.5312898,0.8225908279418945
83,generator,train_mean_loss,4.4211583,0.8226978778839111
83,discriminator,validation_accuracy,0.9694444444444444,0.8227319717407227
84,discriminator,train_mean_loss,0.7065382,0.8209564685821533
84,generator,train_mean_loss,3.4112892,0.8210632801055908
84,discriminator,validation_accuracy,0.9022222222222223,0.8210959434509277
85,discriminator,train_mean_loss,0.6929659,0.8199524879455566
85,generator,train_mean_loss,3.4204645,0.8200609683990479
85,discriminator,validation_accuracy,0.7888888888888889,0.8200938701629639
86,discriminator,train_mean_loss,0.63959175,0.8210017681121826
86,generator,train_mean_loss,4.053178,0.82110595703125
86,discriminator,validation_accuracy,0.8316666666666667,0.8211379051208496
87,discriminator,train_mean_loss,0.8075925,0.8171036243438721
87,generator,train_mean_loss,3.5116563,0.8172106742858887
87,discriminator,validation_accuracy,0.8633333333333333,0.8172433376312256
88,discriminator,train_mean_loss,0.64829576,0.826073408126831
88,generator,train_mean_loss,3.5900383,0.8261830806732178
88,discriminator,validation_accuracy,0.8983333333333333,0.8262162208557129
89,discriminator,train_mean_loss,0.5814858,0.8244004249572754
89,generator,train_mean_loss,4.1721954,0.8245086669921875
89,discriminator,validation_accuracy,0.9272222222222222,0.8245425224304199
90,discriminator,train_mean_loss,0.7121489,0.8206164836883545
90,generator,train_mean_loss,3.6442864,0.8207242488861084
90,discriminator,validation_accuracy,0.755,0.8207571506500244
91,discriminator,train_mean_loss,0.54811805,0.8210008144378662
91,generator,train_mean_loss,4.5302563,0.8211069107055664
91,discriminator,validation_accuracy,0.6161111111111112,0.8211383819580078
92,discriminator,train_mean_loss,0.5744062,0.8205339908599854
92,generator,train_mean_loss,3.9464014,0.8206405639648438
92,discriminator,validation_accuracy,0.9588888888888889,0.820673942565918
93,discriminator,train_mean_loss,0.6068674,0.8203904628753662
93,generator,train_mean_loss,4.157743,0.8204970359802246
93,discriminator,validation_accuracy,0.9111111111111111,0.8205306529998779
94,discriminator,train_mean_loss,0.69556886,0.821491003036499
94,generator,train_mean_loss,3.8826146,0.8216006755828857
94,discriminator,validation_accuracy,0.7861111111111111,0.8216333389282227
95,discriminator,train_mean_loss,0.6798094,0.8216910362243652
95,generator,train_mean_loss,4.2671957,0.8217995166778564
95,discriminator,validation_accuracy,0.7283333333333334,0.8218328952789307
96,discriminator,train_mean_loss,0.71218616,0.8213579654693604
96,generator,train_mean_loss,3.7531216,0.8214640617370605
96,discriminator,validation_accuracy,0.7977777777777778,0.8214969635009766
97,discriminator,train_mean_loss,0.5915517,0.8237957954406738
97,generator,train_mean_loss,4.1032186,0.8239045143127441
97,discriminator,validation_accuracy,0.9072222222222223,0.8239374160766602
98,discriminator,train_mean_loss,0.6529212,0.8252787590026855
98,generator,train_mean_loss,4.2281704,0.8253874778747559
98,discriminator,validation_accuracy,0.87,0.8254201412200928
99,discriminator,train_mean_loss,0.5808718,0.8233590126037598
99,generator,train_mean_loss,4.1152477,0.823462963104248
99,discriminator,validation_accuracy,0.8822222222222222,0.8234958648681641
100,discriminator,train_mean_loss,0.7586505,0.8189294338226318
100,generator,train_mean_loss,4.0662875,0.8190405368804932
100,discriminator,validation_accuracy,0.8711111111111111,0.8190751075744629
101,discriminator,train_mean_loss,0.554339,0.820106029510498
101,generator,train_mean_loss,4.01839,0.8202085494995117
101,discriminator,validation_accuracy,0.8477777777777777,0.8202409744262695
102,discriminator,train_mean_loss,0.6453887,0.8215236663818359
102,generator,train_mean_loss,3.7019455,0.8216326236724854
102,discriminator,validation_accuracy,0.84,0.8216662406921387
103,discriminator,train_mean_loss,0.7129027,0.8235156536102295
103,generator,train_mean_loss,3.5846112,0.823627233505249
103,discriminator,validation_accuracy,0.8516666666666667,0.8236613273620605
104,discriminator,train_mean_loss,0.6420964,0.8215029239654541
104,generator,train_mean_loss,4.061472,0.8216128349304199
104,discriminator,validation_accuracy,0.7605555555555555,0.8216462135314941
105,discriminator,train_mean_loss,0.5571207,0.8244493007659912
105,generator,train_mean_loss,4.4275928,0.8245563507080078
105,discriminator,validation_accuracy,0.9255555555555556,0.8245880603790283
106,discriminator,train_mean_loss,0.54842484,0.8208615779876709
106,generator,train_mean_loss,4.778199,0.8209686279296875
106,discriminator,validation_accuracy,0.755,0.8210010528564453
107,discriminator,train_mean_loss,0.6641653,0.8224782943725586
107,generator,train_mean_loss,3.564704,0.8225839138031006
107,discriminator,validation_accuracy,0.9155555555555556,0.8226158618927002
108,discriminator,train_mean_loss,0.6604005,0.8241710662841797
108,generator,train_mean_loss,3.674304,0.8242785930633545
108,discriminator,validation_accuracy,0.7883333333333333,0.8243117332458496
109,discriminator,train_mean_loss,0.6002169,0.8247241973876953
109,generator,train_mean_loss,4.479587,0.8248307704925537
109,discriminator,validation_accuracy,0.7605555555555555,0.8248639106750488
110,discriminator,train_mean_loss,0.6249502,0.8261003494262695
110,generator,train_mean_loss,4.4773335,0.8262064456939697
110,discriminator,validation_accuracy,0.9511111111111111,0.8262407779693604
111,discriminator,train_mean_loss,0.6415167,0.823230504989624
111,generator,train_mean_loss,3.9903982,0.823336124420166
111,discriminator,validation_accuracy,0.8283333333333334,0.823369026184082
112,discriminator,train_mean_loss,0.67287457,0.818566083908081
112,generator,train_mean_loss,3.6573873,0.8186736106872559
112,discriminator,validation_accuracy,0.9716666666666667,0.8187074661254883
113,discriminator,train_mean_loss,0.59490967,0.8223228454589844
113,generator,train_mean_loss,3.9070253,0.8224263191223145
113,discriminator,validation_accuracy,0.9461111111111111,0.8224589824676514
114,discriminator,train_mean_loss,0.53244317,0.8252131938934326
114,generator,train_mean_loss,4.385913,0.8253190517425537
114,discriminator,validation_accuracy,0.8177777777777778,0.8253517150878906
115,discriminator,train_mean_loss,0.70218265,0.8265814781188965
115,generator,train_mean_loss,3.8953023,0.8266885280609131
115,discriminator,validation_accuracy,0.7327777777777778,0.8267214298248291
116,discriminator,train_mean_loss,0.75407296,0.8296933174133301
